;1-minute;averaged;Real-time;Interplanetary;Magnetic;Field;Values;

; ; ; ;Modified;Seconds
UT Date; ; ;Time;Julian;of the;-----------------------;GSM;Coordinates;----------------------
YR;MO;DA;HHMM;Day;Day;S;Bx;By;Bz;Bt;Lat,;Long,
2014;09;10;0521;56910;19260;0;-0,4;-5,3;-1,0;5,4;-11,0;266,2
2014;09;10;0522;56910;19320;0;-0,5;-5,3;-1,1;5,5;-11,4;264,5
2014;09;10;0523;56910;19380;0;-1,0;-5,0;-1,7;5,4;-18,3;259,2
2014;09;10;0524;56910;19440;0;-0,6;-5,2;-1,2;5,4;-13,1;263,1
2014;09;10;0525;56910;19500;0;-0,6;-5,2;-0,9;5,3;-10,0;263,2
2014;09;10;0526;56910;19560;0;-0,7;-5,2;-1,0;5,3;-10,8;262,5
2014;09;10;0527;56910;19620;0;-0,7;-5,2;-0,6;5,3;-6,8;262,8
2014;09;10;0528;56910;19680;0;-0,0;-5,2;0,5;5,3;5,4;269,5
2014;09;10;0529;56910;19740;0;-0,6;-5,2;-0,5;5,3;-5,2;263,9
2014;09;10;0530;56910;19800;0;-0,9;-5,1;-0,3;5,2;-3,4;259,8
2014;09;10;0531;56910;19860;0;-1,2;-5,2;0,2;5,4;1,8;257,0
2014;09;10;0532;56910;19920;0;-1,2;-5,3;0,1;5,4;0,8;257,6
2014;09;10;0533;56910;19980;0;-1,5;-5,2;-0,1;5,4;-1,1;254,0
2014;09;10;0534;56910;20040;0;-1,8;-5,1;-0,0;5,5;-0,1;250,3
2014;09;10;0535;56910;20100;0;-1,6;-5,2;0,4;5,5;4,0;252,4
2014;09;10;0536;56910;20160;0;-1,4;-5,2;0,6;5,4;6,7;254,8
2014;09;10;0537;56910;20220;0;-1,1;-5,2;0,3;5,3;2,9;258,6
2014;09;10;0538;56910;20280;0;-0,6;-5,3;0,2;5,4;2,4;263,5
2014;09;10;0539;56910;20340;0;-0,6;-5,3;-0,1;5,4;-1,3;263,7
2014;09;10;0540;56910;20400;0;-0,8;-5,1;-0,2;5,2;-2,7;260,6
2014;09;10;0541;56910;20460;0;-1,8;-3,8;1,3;4,4;17,0;244,8
2014;09;10;0542;56910;20520;0;-2,2;-3,5;2,0;4,6;25,5;237,6
2014;09;10;0543;56910;20580;0;-1,6;-2,7;1,6;3,5;26,6;239,6
2014;09;10;0544;56910;20640;0;-2,2;-4,1;2,3;5,2;26,4;241,4
2014;09;10;0545;56910;20700;0;-2,0;-4,5;2,2;5,4;23,6;245,9
2014;09;10;0546;56910;20760;0;-1,6;-4,8;2,0;5,4;22,0;251,8
2014;09;10;0547;56910;20820;0;-1,8;-4,8;1,8;5,5;19,4;249,8
2014;09;10;0548;56910;20880;0;-1,6;-5,0;1,6;5,4;17,1;252,6
2014;09;10;0549;56910;20940;0;-1,4;-5,0;1,5;5,4;16,3;254,6
2014;09;10;0550;56910;21000;0;-1,4;-5,1;1,3;5,4;13,6;254,7
2014;09;10;0551;56910;21060;0;-1,5;-5,2;0,7;5,5;7,4;254,2
2014;09;10;0552;56910;21120;0;-1,4;-5,3;0,2;5,4;2,2;255,4
2014;09;10;0553;56910;21180;0;-1,4;-5,1;0,9;5,4;9,3;254,5
2014;09;10;0554;56910;21240;0;-1,5;-5,1;1,6;5,5;16,6;253,3
2014;09;10;0555;56910;21300;0;-1,3;-5,4;0,6;5,6;6,2;256,1
2014;09;10;0556;56910;21360;0;-1,8;-5,2;0,0;5,5;0,1;251,3
2014;09;10;0557;56910;21420;0;-3,3;-4,1;-1,9;5,6;-19,3;231,2
2014;09;10;0558;56910;21480;0;-3,4;-4,0;-1,7;5,6;-17,5;229,6
2014;09;10;0559;56910;21540;0;-2,9;-4,1;-2,4;5,5;-25,5;234,6
2014;09;10;0600;56910;21600;0;-3,1;-3,4;-3,0;5,5;-33,6;227,3
2014;09;10;0601;56910;21660;0;-2,5;-3,3;-3,6;5,5;-41,2;232,6
2014;09;10;0602;56910;21720;0;-3,1;-3,0;-3,5;5,5;-39,3;224,1
2014;09;10;0603;56910;21780;0;-2,6;-3,3;-3,6;5,5;-40,6;231,4
2014;09;10;0604;56910;21840;0;-2,8;-3,5;-3,4;5,6;-37,0;231,5
2014;09;10;0605;56910;21900;0;-2,1;-4,1;-3,0;5,5;-32,7;243,3
2014;09;10;0606;56910;21960;0;-1,3;-5,0;-1,9;5,5;-20,0;255,2
2014;09;10;0607;56910;22020;0;-2,5;-4,4;-2,3;5,6;-24,6;240,7
2014;09;10;0608;56910;22080;0;-2,3;-4,8;-1,7;5,5;-18,1;244,3
2014;09;10;0609;56910;22140;0;-1,1;-4,8;-1,8;5,2;-20,5;256,7
2014;09;10;0610;56910;22200;0;-0,9;-4,6;-2,5;5,3;-27,7;259,4
2014;09;10;0611;56910;22260;0;-1,2;-4,7;-2,3;5,4;-25,8;255,4
2014;09;10;0612;56910;22320;0;-2,0;-4,6;-2,3;5,6;-24,7;247,0
2014;09;10;0613;56910;22380;0;-1,0;-4,7;-2,6;5,5;-28,4;257,5
2014;09;10;0614;56910;22440;0;-1,5;-4,5;-2,7;5,4;-29,6;251,0
2014;09;10;0615;56910;22500;0;-1,0;-4,8;-2,1;5,3;-22,9;258,4
2014;09;10;0616;56910;22560;0;-1,0;-4,8;-2,1;5,3;-23,1;258,0
2014;09;10;0617;56910;22620;0;0,6;-5,2;0,3;5,2;3,1;276,8
2014;09;10;0618;56910;22680;0;0,3;-4,1;-0,8;4,2;-11,3;274,1
2014;09;10;0619;56910;22740;0;3,4;0,1;2,7;4,3;39,0;1,6
2014;09;10;0620;56910;22800;0;3,2;1,6;3,5;5,0;44,1;26,7
2014;09;10;0621;56910;22860;0;2,8;2,4;3,5;5,1;43,4;40,7
2014;09;10;0622;56910;22920;0;2,8;2,5;3,4;5,1;42,5;42,6
2014;09;10;0623;56910;22980;0;3,1;2,7;3,1;5,1;36,9;40,9
2014;09;10;0624;56910;23040;0;3,3;2,2;3,1;5,0;38,4;33,7
2014;09;10;0625;56910;23100;0;2,9;2,7;3,3;5,1;39,9;43,3
2014;09;10;0626;56910;23160;0;2,8;2,5;3,5;5,2;42,8;41,8
2014;09;10;0627;56910;23220;0;3,7;1,1;3,3;5,1;40,6;16,0
2014;09;10;0628;56910;23280;0;3,6;-0,0;3,6;5,1;44,4;359,5
2014;09;10;0629;56910;23340;0;3,4;2,8;2,4;5,0;28,1;39,7
2014;09;10;0630;56910;23400;0;3,3;2,5;2,7;5,0;33,1;37,1
2014;09;10;0631;56910;23460;0;3,3;2,4;2,9;5,1;35,2;36,2
2014;09;10;0632;56910;23520;0;2,7;3,4;2,7;5,1;31,8;51,9
2014;09;10;0633;56910;23580;0;3,9;1,1;3,2;5,2;38,0;15,4
2014;09;10;0634;56910;23640;0;3,9;0,7;3,3;5,2;39,9;10,7
2014;09;10;0635;56910;23700;0;3,7;0,5;3,5;5,1;42,6;8,0
2014;09;10;0636;56910;23760;0;3,7;0,7;3,6;5,2;43,3;11,2
2014;09;10;0637;56910;23820;0;4,0;1,1;3,0;5,1;36,5;15,5
2014;09;10;0638;56910;23880;0;4,0;1,1;3,0;5,1;35,7;15,6
2014;09;10;0639;56910;23940;0;4,3;0,5;2,6;5,0;30,8;7,1
2014;09;10;0640;56910;24000;0;4,1;0,8;2,7;5,0;33,1;10,8
2014;09;10;0641;56910;24060;0;4,2;0,4;2,8;5,0;33,2;5,1
2014;09;10;0642;56910;24120;0;4,0;-0,2;3,0;5,0;36,6;357,7
2014;09;10;0643;56910;24180;0;4,2;-1,1;2,8;5,2;33,2;344,7
2014;09;10;0644;56910;24240;0;4,1;-1,1;2,9;5,1;33,9;344,5
2014;09;10;0645;56910;24300;0;3,9;-1,0;3,2;5,1;37,9;345,9
2014;09;10;0646;56910;24360;0;3,9;-1,4;3,1;5,1;36,6;340,4
2014;09;10;0647;56910;24420;0;3,8;-1,6;3,1;5,1;36,7;337,7
2014;09;10;0648;56910;24480;0;4,0;-1,6;2,8;5,1;33,1;337,9
2014;09;10;0649;56910;24540;0;4,0;-1,6;2,7;5,1;31,9;338,1
2014;09;10;0650;56910;24600;0;4,1;-1,4;2,5;5,0;30,0;341,2
2014;09;10;0651;56910;24660;0;4,3;-0,9;2,3;5,0;28,0;348,0
2014;09;10;0652;56910;24720;0;4,5;-0,4;2,1;5,0;25,4;354,9
2014;09;10;0653;56910;24780;0;4,4;0,3;2,5;5,1;30,3;4,3
2014;09;10;0654;56910;24840;0;4,1;-1,0;2,6;5,0;31,4;345,8
2014;09;10;0655;56910;24900;0;4,0;-1,6;2,8;5,1;32,7;338,2
2014;09;10;0656;56910;24960;0;4,0;-1,3;2,9;5,1;34,8;341,5
2014;09;10;0657;56910;25020;0;4,0;-1,4;2,9;5,2;34,3;341,0
2014;09;10;0658;56910;25080;0;3,7;-2,1;3,1;5,3;36,3;330,2
2014;09;10;0659;56910;25140;0;3,7;-1,9;3,3;5,3;38,2;332,4
2014;09;10;0700;56910;25200;0;3,7;-2,1;3,1;5,2;36,5;330,2
2014;09;10;0701;56910;25260;0;3,8;-2,1;2,6;5,0;30,7;331,6
2014;09;10;0702;56910;25320;0;3,3;-1,7;3,3;5,0;41,7;332,3
2014;09;10;0703;56910;25380;0;3,1;-2,1;3,4;5,0;42,5;325,5
2014;09;10;0704;56910;25440;0;3,2;-2,2;3,0;4,9;37,2;325,2
2014;09;10;0705;56910;25500;0;4,3;-1,5;2,2;5,1;25,8;340,9
2014;09;10;0706;56910;25560;0;4,1;-1,6;2,4;5,0;28,1;339,1
2014;09;10;0707;56910;25620;0;4,0;-1,9;2,4;5,0;28,6;334,9
2014;09;10;0708;56910;25680;0;4,2;-1,6;2,0;5,0;23,6;338,8
2014;09;10;0709;56910;25740;0;4,4;-1,9;1,5;5,0;16,8;336,4
2014;09;10;0710;56910;25800;0;4,2;-2,3;1,7;5,1;19,8;331,1
2014;09;10;0711;56910;25860;0;3,8;-2,6;2,2;5,1;25,4;325,3
2014;09;10;0712;56910;25920;0;3,5;-2,8;2,1;5,0;24,5;321,5
2014;09;10;0713;56910;25980;0;3,4;-3,0;1,8;4,9;21,3;318,1
2014;09;10;0714;56910;26040;0;3,7;-2,9;1,3;4,8;15,0;321,8
2014;09;10;0715;56910;26100;0;3,7;-2,9;1,3;4,9;15,9;322,0
2014;09;10;0716;56910;26160;0;3,6;-2,7;1,9;4,9;22,3;323,4
2014;09;10;0717;56910;26220;0;3,7;-2,7;2,3;5,1;26,8;324,6
2014;09;10;0718;56910;26280;0;3,8;-2,6;2,2;5,1;25,4;326,0
2014;09;10;0719;56910;26340;0;3,8;-2,4;2,1;5,0;25,0;327,8
2014;09;10;0720;56910;26400;0;4,0;-2,6;2,0;5,2;23,0;327,4
2014;09;10;0721;56910;26460;0;3,8;-2,4;2,5;5,1;29,1;328,2
2014;09;10;0722;56910;26520;0;3,8;-2,6;2,6;5,3;29,9;326,0
2014;09;10;0723;56910;26580;0;3,7;-3,5;1,6;5,3;17,0;317,3
2014;09;10;0724;56910;26640;0;3,8;-3,3;1,6;5,3;17,6;318,8
2014;09;10;0725;56910;26700;0;3,8;-3,3;1,5;5,3;16,2;318,8
2014;09;10;0726;56910;26760;0;3,9;-3,5;1,2;5,4;12,7;318,1
2014;09;10;0727;56910;26820;0;3,6;-3,6;1,2;5,2;13,6;315,7
2014;09;10;0728;56910;26880;0;3,6;-3,4;1,2;5,1;13,8;317,2
2014;09;10;0729;56910;26940;0;4,0;-3,2;-0,6;5,1;-6,9;321,0
2014;09;10;0730;56910;27000;0;4,0;-3,0;-1,1;5,1;-12,3;322,7
2014;09;10;0731;56910;27060;0;3,9;-3,4;-0,1;5,2;-0,7;319,5
2014;09;10;0732;56910;27120;0;4,1;-3,2;0,3;5,2;3,5;321,7
2014;09;10;0733;56910;27180;0;4,0;-3,3;0,2;5,2;1,9;320,8
2014;09;10;0734;56910;27240;0;3,7;-3,5;-0,3;5,2;-3,4;316,5
2014;09;10;0735;56910;27300;0;4,1;-3,1;-0,4;5,1;-4,5;323,1
2014;09;10;0736;56910;27360;0;4,4;-2,7;-0,5;5,2;-5,4;328,0
2014;09;10;0737;56910;27420;0;4,3;-2,7;-0,8;5,1;-9,1;327,6
2014;09;10;0738;56910;27480;0;4,2;-2,8;-0,8;5,1;-9,6;326,6
2014;09;10;0739;56910;27540;0;4,1;-2,8;-0,9;5,1;-10,8;325,3
2014;09;10;0740;56910;27600;0;3,8;-2,8;-1,9;5,1;-22,4;323,6
2014;09;10;0741;56910;27660;0;3,5;-2,7;-2,4;5,0;-28,7;322,4
2014;09;10;0742;56910;27720;0;3,6;-2,6;-2,4;5,0;-28,2;324,1
2014;09;10;0743;56910;27780;0;3,7;-2,9;-1,8;5,0;-21,0;322,7
2014;09;10;0744;56910;27840;0;3,9;-3,1;-0,2;5,0;-1,8;321,6
2014;09;10;0745;56910;27900;0;3,9;-3,2;0,2;5,1;2,5;320,6
2014;09;10;0746;56910;27960;0;4,2;-3,0;0,2;5,1;2,2;324,5
2014;09;10;0747;56910;28020;0;4,6;-2,5;0,2;5,2;2,5;330,9
2014;09;10;0748;56910;28080;0;4,3;-2,8;0,2;5,1;2,6;327,0
2014;09;10;0749;56910;28140;0;4,0;-2,5;1,8;5,0;21,1;328,1
2014;09;10;0750;56910;28200;0;3,8;-2,2;2,5;5,1;29,1;329,8
2014;09;10;0751;56910;28260;0;3,5;-2,1;2,9;5,0;35,3;328,2
2014;09;10;0752;56910;28320;0;3,9;-2,4;2,0;5,0;24,0;328,5
2014;09;10;0753;56910;28380;0;4,0;-2,6;0,2;4,8;2,0;326,9
2014;09;10;0754;56910;28440;0;3,9;-2,9;0,1;4,9;0,7;323,6
2014;09;10;0755;56910;28500;0;3,9;-2,7;1,5;5,0;17,3;324,9
2014;09;10;0756;56910;28560;0;3,7;-2,4;2,7;5,2;31,5;326,8
2014;09;10;0757;56910;28620;0;3,9;-2,6;2,4;5,3;27,2;326,4
2014;09;10;0758;56910;28680;0;3,7;-3,0;2,4;5,3;26,4;320,3
2014;09;10;0759;56910;28740;0;3,6;-3,1;2,4;5,3;26,9;319,1
2014;09;10;0800;56910;28800;0;4,0;-3,1;0,8;5,1;8,7;322,5
2014;09;10;0801;56910;28860;0;3,9;-3,2;0,6;5,1;7,2;321,1
2014;09;10;0802;56910;28920;0;3,9;-3,2;1,0;5,2;11,6;320,4
2014;09;10;0803;56910;28980;0;4,1;-3,0;1,3;5,2;14,0;324,1
2014;09;10;0804;56910;29040;0;3,5;-3,8;0,1;5,1;0,8;312,7
2014;09;10;0805;56910;29100;0;3,6;-3,6;0,8;5,2;9,2;314,9
2014;09;10;0806;56910;29160;0;3,9;-3,4;0,9;5,2;9,4;318,8
2014;09;10;0807;56910;29220;0;4,1;-3,0;1,1;5,2;11,6;323,5
2014;09;10;0808;56910;29280;0;4,0;-3,1;1,4;5,3;15,5;322,4
2014;09;10;0809;56910;29340;0;4,2;-2,5;1,8;5,2;20,9;329,2
2014;09;10;0810;56910;29400;0;3,8;-3,0;2,0;5,2;22,7;321,6
2014;09;10;0811;56910;29460;0;3,5;-2,9;2,5;5,2;28,7;319,8
2014;09;10;0812;56910;29520;0;3,7;-2,7;0,5;4,6;6,6;324,0
2014;09;10;0813;56910;29580;0;4,4;-2,3;-1,1;5,2;-12,7;332,3
2014;09;10;0814;56910;29640;0;4,6;-2,0;-1,2;5,1;-14,0;336,1
2014;09;10;0815;56910;29700;0;4,3;-2,4;-1,3;5,1;-15,2;331,1
2014;09;10;0816;56910;29760;0;4,5;-1,9;-1,4;5,0;-16,1;336,8
2014;09;10;0817;56910;29820;0;4,4;-2,2;-1,2;5,1;-13,6;333,5
2014;09;10;0818;56910;29880;0;4,3;-2,6;-0,9;5,1;-9,9;329,0
2014;09;10;0819;56910;29940;0;4,4;-2,4;-0,6;5,1;-7,0;331,2
2014;09;10;0820;56910;30000;0;4,2;-2,8;-1,1;5,2;-12,7;326,5
2014;09;10;0821;56910;30060;0;4,4;-2,4;-1,3;5,2;-15,0;330,7
2014;09;10;0822;56910;30120;0;3,8;-3,0;-1,1;5,0;-12,5;321,8
2014;09;10;0823;56910;30180;0;3,4;-3,5;-0,9;5,0;-10,9;314,9
2014;09;10;0824;56910;30240;0;3,0;-3,9;-1,0;5,0;-11,6;307,5
2014;09;10;0825;56910;30300;0;2,3;-4,2;0,1;4,8;1,6;298,6
2014;09;10;0826;56910;30360;0;3,9;-1,7;-2,5;4,9;-30,7;336,4
2014;09;10;0827;56910;30420;0;3,7;-1,9;-2,8;5,0;-33,8;332,4
2014;09;10;0828;56910;30480;0;3,7;-2,2;-2,6;5,0;-31,3;329,0
2014;09;10;0829;56910;30540;0;3,7;-1,8;-2,8;5,0;-34,5;333,3
2014;09;10;0830;56910;30600;0;3,7;-2,6;-2,0;4,9;-24,2;324,7
2014;09;10;0831;56910;30660;0;3,6;-2,8;-1,7;4,9;-20,5;322,2
2014;09;10;0832;56910;30720;0;3,8;-2,9;-1,4;5,0;-16,8;322,0
2014;09;10;0833;56910;30780;0;3,6;-3,4;-0,5;5,0;-5,5;317,0
2014;09;10;0834;56910;30840;0;3,7;-3,4;-0,7;5,0;-8,3;317,3
2014;09;10;0835;56910;30900;0;3,8;-3,1;-0,2;4,9;-2,9;320,1
2014;09;10;0836;56910;30960;0;3,8;-2,6;-1,3;4,8;-15,7;325,6
2014;09;10;0837;56910;31020;0;3,6;-2,1;-2,4;4,8;-29,9;329,3
2014;09;10;0838;56910;31080;0;3,4;-1,2;-3,1;4,8;-40,8;340,9
2014;09;10;0839;56910;31140;0;3,7;-1,2;-2,5;4,7;-32,8;342,1
2014;09;10;0840;56910;31200;0;3,1;-1,7;-2,2;4,2;-32,4;330,6
2014;09;10;0841;56910;31260;0;-0,7;-2,1;3,2;3,9;54,6;251,7
2014;09;10;0842;56910;31320;0;-1,6;-2,2;3,8;4,7;54,9;233,3
2014;09;10;0843;56910;31380;0;0,3;-3,3;3,6;4,9;47,6;274,8
2014;09;10;0844;56910;31440;0;0,4;-2,6;4,4;5,2;59,4;277,8
2014;09;10;0845;56910;31500;0;0,2;-2,9;4,2;5,1;54,7;273,8
2014;09;10;0846;56910;31560;0;0,7;-3,7;3,5;5,1;42,3;280,7
2014;09;10;0847;56910;31620;0;0,9;-3,8;3,2;5,1;39,6;284,0
2014;09;10;0848;56910;31680;0;1,2;-3,8;3,2;5,1;38,6;287,3
2014;09;10;0849;56910;31740;0;1,6;-3,8;2,8;4,9;33,9;293,5
2014;09;10;0850;56910;31800;0;2,3;-3,5;2,6;4,9;31,6;303,8
2014;09;10;0851;56910;31860;9;-999,9;-999,9;-999,9;-999,9;-999,9;-999,9
2014;09;10;0852;56910;31920;0;0,9;-4,1;2,5;4,9;31,0;282,0
2014;09;10;0853;56910;31980;0;0,3;-3,5;3,6;5,1;46,0;274,4
2014;09;10;0854;56910;32040;0;0,1;-3,2;4,1;5,2;51,7;271,7
2014;09;10;0855;56910;32100;0;0,1;-4,0;3,2;5,2;38,5;271,4
2014;09;10;0856;56910;32160;0;0,5;-4,2;2,8;5,1;33,4;276,3
2014;09;10;0857;56910;32220;0;1,2;-3,5;2,3;4,4;31,6;288,3
2014;09;10;0858;56910;32280;0;1,5;-1,9;4,5;5,1;61,4;308,9
2014;09;10;0859;56910;32340;0;1,7;-3,1;3,5;5,0;44,3;298,8
2014;09;10;0900;56910;32400;0;1,7;-3,4;3,4;5,1;41,8;296,9
2014;09;10;0901;56910;32460;0;0,5;-2,9;4,1;5,1;54,2;279,7
2014;09;10;0902;56910;32520;0;0,0;-2,9;4,3;5,1;56,2;270,5
2014;09;10;0903;56910;32580;0;0,5;-3,0;4,0;5,0;52,7;279,7
2014;09;10;0904;56910;32640;0;1,6;-3,1;3,6;5,0;45,5;296,4
2014;09;10;0905;56910;32700;0;2,0;-3,2;3,1;4,9;39,6;302,3
2014;09;10;0906;56910;32760;0;1,6;-3,3;3,3;4,9;41,5;295,0
2014;09;10;0907;56910;32820;0;1,6;-3,3;3,2;4,9;40,6;296,3
2014;09;10;0908;56910;32880;0;1,7;-3,4;2,6;4,6;34,5;296,5
2014;09;10;0909;56910;32940;0;1,3;-3,1;2,7;4,3;38,9;292,9
2014;09;10;0910;56910;33000;0;1,6;-2,0;3,6;4,4;55,1;308,3
2014;09;10;0911;56910;33060;0;1,5;-1,6;3,9;4,5;60,7;314,3
2014;09;10;0912;56910;33120;0;1,2;-2,3;3,6;4,5;54,6;298,3
2014;09;10;0913;56910;33180;0;2,4;-3,4;1,5;4,4;20,1;305,0
2014;09;10;0914;56910;33240;0;2,9;-3,2;-0,7;4,4;-8,6;311,6
2014;09;10;0915;56910;33300;0;3,1;-3,1;1,6;4,6;20,0;314,5
2014;09;10;0916;56910;33360;0;3,1;-3,6;0,4;4,8;4,5;311,3
2014;09;10;0917;56910;33420;0;2,9;-3,7;0,3;4,7;3,7;308,6
2014;09;10;0918;56910;33480;0;3,1;-3,5;0,3;4,7;4,2;311,9
2014;09;10;0919;56910;33540;0;2,6;-3,7;1,1;4,6;14,2;305,5
2014;09;10;0920;56910;33600;0;3,2;-3,1;1,3;4,6;16,5;315,6
2014;09;10;0921;56910;33660;0;3,1;-3,0;1,7;4,6;20,9;315,7
2014;09;10;0922;56910;33720;0;3,0;-2,6;2,5;4,6;32,4;319,3
2014;09;10;0923;56910;33780;0;2,3;-2,8;3,2;4,8;41,7;309,2
2014;09;10;0924;56910;33840;0;2,5;-3,1;2,5;4,7;32,7;309,0
2014;09;10;0925;56910;33900;0;1,7;-3,8;2,5;4,9;31,5;293,8
2014;09;10;0926;56910;33960;0;1,4;-4,4;1,3;4,8;15,7;287,3
2014;09;10;0927;56910;34020;0;2,3;-3,3;2,6;4,8;32,6;304,8
2014;09;10;0928;56910;34080;0;2,6;-2,2;3,6;4,9;46,8;319,6
2014;09;10;0929;56910;34140;0;2,4;-2,0;3,9;5,0;50,7;320,2
2014;09;10;0930;56910;34200;0;2,5;-2,4;3,7;5,1;46,6;316,1
2014;09;10;0931;56910;34260;0;2,6;-2,4;3,6;5,0;45,4;317,8
2014;09;10;0932;56910;34320;0;2,6;-2,4;3,6;5,1;45,4;317,1
2014;09;10;0933;56910;34380;0;1,0;-4,1;2,6;4,9;31,8;283,7
2014;09;10;0934;56910;34440;0;1,0;-3,8;3,1;5,0;38,6;284,2
2014;09;10;0935;56910;34500;0;1,8;-3,7;2,8;5,0;34,7;296,0
2014;09;10;0936;56910;34560;0;1,6;-3,9;2,7;5,0;32,8;291,8
2014;09;10;0937;56910;34620;0;0,5;-4,6;2,0;5,0;23,5;275,7
2014;09;10;0938;56910;34680;0;0,3;-4,7;1,5;5,0;17,6;273,7
2014;09;10;0939;56910;34740;0;0,5;-4,7;1,5;5,0;17,2;275,8
2014;09;10;0940;56910;34800;0;-0,3;-4,8;1,5;5,1;17,6;265,9
2014;09;10;0941;56910;34860;0;-0,4;-4,7;2,0;5,2;23,3;264,9
2014;09;10;0942;56910;34920;0;-0,5;-4,8;1,7;5,2;19,3;264,7
2014;09;10;0943;56910;34980;0;-0,7;-5,0;1,3;5,2;15,0;261,8
2014;09;10;0944;56910;35040;0;-0,2;-5,0;1,3;5,2;14,5;267,8
2014;09;10;0945;56910;35100;0;-0,4;-5,0;1,2;5,2;13,3;265,1
2014;09;10;0946;56910;35160;0;0,5;-3,8;2,4;4,5;32,0;277,6
2014;09;10;0947;56910;35220;0;1,4;-3,2;3,7;5,0;46,7;293,1
2014;09;10;0948;56910;35280;0;1,1;-3,8;2,8;4,9;35,2;285,5
2014;09;10;0949;56910;35340;0;1,0;-4,2;2,0;4,7;24,5;283,3
2014;09;10;0950;56910;35400;0;1,2;-3,6;2,7;4,7;35,6;288,4
2014;09;10;0951;56910;35460;0;1,6;-3,7;2,8;4,9;34,7;294,2
2014;09;10;0952;56910;35520;0;1,3;-4,1;2,3;4,9;28,2;287,8
2014;09;10;0953;56910;35580;0;1,1;-4,2;2,2;4,8;27,4;284,2
2014;09;10;0954;56910;35640;0;0,7;-4,4;1,8;4,8;21,6;279,0
2014;09;10;0955;56910;35700;0;0,7;-4,5;1,6;4,9;19,3;279,3
2014;09;10;0956;56910;35760;0;-0,0;-4,4;1,9;4,8;22,7;269,5
2014;09;10;0957;56910;35820;0;-0,5;-4,3;1,8;4,7;22,0;262,9
2014;09;10;0958;56910;35880;0;2,0;-1,4;3,6;4,4;55,3;324,4
2014;09;10;0959;56910;35940;0;2,5;-1,2;3,4;4,4;50,4;333,6
2014;09;10;1000;56910;36000;0;0,4;-3,2;2,1;3,9;33,4;276,3
2014;09;10;1001;56910;36060;0;-2,3;-4,7;0,3;5,2;3,8;244,3
2014;09;10;1002;56910;36120;0;-2,6;-4,7;0,4;5,4;3,8;240,9
2014;09;10;1003;56910;36180;0;-2,6;-4,8;0,4;5,4;3,7;241,7
2014;09;10;1004;56910;36240;0;-2,8;-4,8;0,1;5,6;1,2;240,1
2014;09;10;1005;56910;36300;0;-3,1;-4,7;-0,1;5,6;-0,9;236,7
2014;09;10;1006;56910;36360;0;-3,6;-4,4;-0,6;5,7;-6,2;230,8
2014;09;10;1007;56910;36420;0;-3,5;-4,3;-0,6;5,6;-6,5;231,1
2014;09;10;1008;56910;36480;0;-2,9;-4,7;0,4;5,5;3,7;238,3
2014;09;10;1009;56910;36540;0;-2,7;-4,7;0,9;5,5;9,1;240,4
2014;09;10;1010;56910;36600;0;-2,6;-4,8;1,0;5,6;10,7;241,8
2014;09;10;1011;56910;36660;0;-2,5;-4,8;1,3;5,6;13,2;242,8
2014;09;10;1012;56910;36720;0;-3,2;-4,4;1,9;5,8;18,7;233,8
2014;09;10;1013;56910;36780;0;-3,3;-4,3;2,1;5,8;21,7;232,2
2014;09;10;1014;56910;36840;0;-3,1;-4,3;2,4;5,8;24,0;233,5
2014;09;10;1015;56910;36900;0;-2,7;-4,5;2,2;5,7;23,1;239,4
2014;09;10;1016;56910;36960;0;-2,5;-4,3;2,8;5,7;29,0;239,5
2014;09;10;1017;56910;37020;0;-2,0;-4,6;2,3;5,6;24,9;246,7
2014;09;10;1018;56910;37080;0;-2,2;-4,8;1,9;5,6;20,1;245,8
2014;09;10;1019;56910;37140;0;-2,6;-4,9;1,0;5,7;10,6;242,4
2014;09;10;1020;56910;37200;0;-2,0;-5,1;1,6;5,7;16,2;248,3
2014;09;10;1021;56910;37260;0;-1,8;-5,1;1,6;5,7;16,5;250,9
2014;09;10;1022;56910;37320;0;-1,9;-5,0;1,9;5,6;19,6;249,5
2014;09;10;1023;56910;37380;0;-2,1;-5,0;1,5;5,6;15,7;247,1
2014;09;10;1024;56910;37440;0;-2,0;-5,1;1,5;5,6;15,2;249,0
2014;09;10;1025;56910;37500;0;-2,3;-4,9;1,7;5,7;17,5;245,4
2014;09;10;1026;56910;37560;0;-2,5;-5,0;1,4;5,8;14,2;243,3
2014;09;10;1027;56910;37620;0;-2,6;-5,0;1,1;5,8;11,3;243,0
2014;09;10;1028;56910;37680;0;-2,6;-5,0;1,2;5,7;12,4;242,8
2014;09;10;1029;56910;37740;0;-2,5;-4,8;1,6;5,7;16,7;242,7
2014;09;10;1030;56910;37800;0;-1,3;-5,0;2,4;5,7;24,5;254,9
2014;09;10;1031;56910;37860;0;-1,1;-5,0;2,5;5,7;25,5;257,2
2014;09;10;1032;56910;37920;0;-1,2;-5,1;2,3;5,7;24,1;256,2
2014;09;10;1033;56910;37980;0;-1,6;-5,1;2,2;5,8;22,9;252,7
2014;09;10;1034;56910;38040;0;-1,6;-5,1;2,0;5,7;20,7;252,8
2014;09;10;1035;56910;38100;0;-1,8;-5,0;2,2;5,8;22,1;249,9
2014;09;10;1036;56910;38160;0;-2,3;-4,9;2,4;5,9;23,8;245,2
