;1-minute;averaged;Real-time;Interplanetary;Magnetic;Field;Values;

; ; ; ;Modified;Seconds
UT Date; ; ;Time;Julian;of the;-----------------------;GSM;Coordinates;----------------------
YR;MO;DA;HHMM;Day;Day;S;Bx;By;Bz;Bt;Lat,;Long,
2014;09;13;1152;56913;42720;0;17,7;-2,8;10,2;20,6;29,6;351,0
2014;09;13;1153;56913;42780;0;17,8;-2,8;10,0;20,6;29,1;351,1
2014;09;13;1154;56913;42840;0;17,9;-2,7;9,9;20,6;28,7;351,5
2014;09;13;1155;56913;42900;0;17,9;-2,2;10,0;20,6;29,0;352,9
2014;09;13;1156;56913;42960;0;17,7;-2,3;10,2;20,6;29,6;352,7
2014;09;13;1157;56913;43020;0;17,7;-2,1;10,2;20,6;29,7;353,1
2014;09;13;1158;56913;43080;0;17,9;-2,5;9,8;20,6;28,3;352,2
2014;09;13;1159;56913;43140;0;18,0;-3,0;9,4;20,5;27,1;350,5
2014;09;13;1200;56913;43200;0;17,6;-3,6;9,9;20,5;28,9;348,4
2014;09;13;1201;56913;43260;0;17,3;-3,5;10,4;20,5;30,4;348,5
2014;09;13;1202;56913;43320;0;17,2;-4,3;10,1;20,5;29,7;346,1
2014;09;13;1203;56913;43380;0;17,3;-3,6;10,5;20,5;30,9;348,3
2014;09;13;1204;56913;43440;0;17,3;-3,9;10,4;20,5;30,5;347,2
2014;09;13;1205;56913;43500;0;17,2;-3,8;10,4;20,5;30,5;347,4
2014;09;13;1206;56913;43560;0;17,3;-4,6;9,9;20,4;28,8;345,0
2014;09;13;1207;56913;43620;0;17,5;-4,0;9,8;20,4;28,6;347,2
2014;09;13;1208;56913;43680;0;17,2;-4,0;10,2;20,4;30,1;347,0
2014;09;13;1209;56913;43740;0;17,2;-4,3;10,1;20,4;29,7;345,9
2014;09;13;1210;56913;43800;0;17,0;-4,3;10,6;20,5;31,2;345,8
2014;09;13;1211;56913;43860;0;17,1;-4,1;10,3;20,4;30,2;346,6
2014;09;13;1212;56913;43920;0;17,3;-4,7;9,7;20,4;28,5;344,9
2014;09;13;1213;56913;43980;0;17,5;-3,9;9,7;20,3;28,4;347,3
2014;09;13;1214;56913;44040;0;16,9;-3,2;10,8;20,3;32,0;349,5
2014;09;13;1215;56913;44100;0;17,0;-3,5;10,5;20,3;31,2;348,3
2014;09;13;1216;56913;44160;0;16,9;-4,2;10,3;20,3;30,4;345,9
2014;09;13;1217;56913;44220;0;16,8;-3,6;10,5;20,1;31,4;347,8
2014;09;13;1218;56913;44280;0;16,8;-3,4;10,6;20,1;31,7;348,4
2014;09;13;1219;56913;44340;0;17,0;-4,3;9,6;20,0;28,8;345,8
2014;09;13;1220;56913;44400;0;16,8;-4,0;10,0;20,0;30,1;346,6
2014;09;13;1221;56913;44460;0;16,3;-3,3;10,9;19,9;33,3;348,4
2014;09;13;1222;56913;44520;0;16,7;-3,7;10,2;19,9;30,8;347,5
2014;09;13;1223;56913;44580;0;16,8;-4,1;10,0;20,0;30,1;346,4
2014;09;13;1224;56913;44640;0;16,2;-3,6;10,5;19,7;32,4;347,4
2014;09;13;1225;56913;44700;0;12,9;-4,5;14,1;19,6;45,9;340,6
2014;09;13;1226;56913;44760;0;16,1;-4,1;10,8;19,8;33,0;345,7
2014;09;13;1227;56913;44820;0;16,4;-1,6;11,2;19,9;34,1;354,4
2014;09;13;1228;56913;44880;0;17,7;-1,5;9,1;19,9;27,2;355,3
2014;09;13;1229;56913;44940;0;17,5;-1,8;9,3;19,9;27,9;354,2
2014;09;13;1230;56913;45000;0;17,3;-2,5;9,4;19,9;28,3;351,7
2014;09;13;1231;56913;45060;0;17,4;-2,8;9,2;19,9;27,7;351,0
2014;09;13;1232;56913;45120;0;16,5;-2,2;10,5;19,7;32,2;352,5
2014;09;13;1233;56913;45180;0;14,1;-0,7;13,6;19,6;43,9;357,4
2014;09;13;1234;56913;45240;0;14,2;-0,5;13,4;19,6;43,5;357,8
2014;09;13;1235;56913;45300;0;13,4;0,9;14,6;19,8;47,4;3,8
2014;09;13;1236;56913;45360;0;13,0;0,5;14,9;19,8;48,9;2,4
2014;09;13;1237;56913;45420;0;12,5;0,8;15,4;19,8;50,8;3,7
2014;09;13;1238;56913;45480;0;11,4;1,4;16,1;19,8;54,6;6,9
2014;09;13;1239;56913;45540;0;11,1;1,7;16,3;19,8;55,3;8,9
2014;09;13;1240;56913;45600;0;11,1;1,4;16,2;19,7;55,4;7,4
2014;09;13;1241;56913;45660;0;11,1;1,4;16,2;19,6;55,3;7,4
2014;09;13;1242;56913;45720;0;11,5;1,3;15,8;19,6;53,8;6,6
2014;09;13;1243;56913;45780;0;11,5;1,4;15,7;19,6;53,6;7,0
2014;09;13;1244;56913;45840;0;11,5;1,8;15,8;19,6;53,7;8,8
2014;09;13;1245;56913;45900;0;11,3;1,8;15,8;19,6;54,1;9,1
2014;09;13;1246;56913;45960;0;11,2;1,9;15,9;19,5;54,3;9,4
2014;09;13;1247;56913;46020;0;11,0;2,5;15,9;19,5;54,6;12,7
2014;09;13;1248;56913;46080;0;11,1;2,6;15,9;19,6;54,3;12,9
2014;09;13;1249;56913;46140;0;11,4;2,4;15,7;19,5;53,5;12,1
2014;09;13;1250;56913;46200;0;11,3;2,4;15,7;19,5;53,5;11,8
2014;09;13;1251;56913;46260;0;11,4;2,4;15,6;19,5;53,2;11,8
2014;09;13;1252;56913;46320;0;11,6;2,7;15,4;19,5;52,3;13,2
2014;09;13;1253;56913;46380;0;11,5;2,6;15,5;19,5;52,9;12,5
2014;09;13;1254;56913;46440;0;11,1;2,3;15,8;19,5;54,3;11,9
2014;09;13;1255;56913;46500;0;10,7;2,4;16,0;19,4;55,5;12,5
2014;09;13;1256;56913;46560;0;11,3;2,5;15,6;19,4;53,5;12,5
2014;09;13;1257;56913;46620;0;11,0;2,6;15,7;19,4;54,4;13,5
2014;09;13;1258;56913;46680;0;11,2;2,7;15,5;19,3;53,4;13,7
2014;09;13;1259;56913;46740;0;11,8;2,4;15,0;19,3;51,2;11,3
2014;09;13;1300;56913;46800;0;11,6;2,4;15,1;19,2;51,9;11,7
2014;09;13;1301;56913;46860;0;11,5;2,6;15,2;19,2;52,3;12,7
2014;09;13;1302;56913;46920;0;11,8;2,1;15,0;19,2;51,4;10,1
2014;09;13;1303;56913;46980;0;12,0;2,1;14,8;19,2;50,7;9,8
2014;09;13;1304;56913;47040;0;11,9;2,4;14,8;19,2;50,5;11,4
2014;09;13;1305;56913;47100;0;11,7;2,6;14,9;19,1;51,1;12,3
2014;09;13;1306;56913;47160;0;11,5;2,6;15,0;19,1;51,8;12,9
2014;09;13;1307;56913;47220;0;11,4;2,6;15,1;19,1;52,2;12,9
2014;09;13;1308;56913;47280;0;11,6;2,5;14,9;19,1;51,4;12,0
2014;09;13;1309;56913;47340;0;11,9;2,2;14,7;19,0;50,4;10,7
2014;09;13;1310;56913;47400;0;12,1;2,5;14,5;19,1;49,6;11,6
2014;09;13;1311;56913;47460;0;12,1;2,3;14,5;19,0;49,7;10,7
2014;09;13;1312;56913;47520;0;12,4;2,6;14,2;19,1;48,3;11,9
2014;09;13;1313;56913;47580;0;12,5;2,8;14,1;19,1;47,7;12,4
2014;09;13;1314;56913;47640;0;12,4;2,6;14,2;19,1;48,3;12,0
2014;09;13;1315;56913;47700;0;12,3;2,6;14,2;19,0;48,4;12,0
2014;09;13;1316;56913;47760;0;12,3;2,7;14,2;19,0;48,3;12,5
2014;09;13;1317;56913;47820;0;12,3;2,7;14,2;19,0;48,3;12,5
2014;09;13;1318;56913;47880;0;12,2;2,7;14,2;18,9;48,8;12,5
2014;09;13;1319;56913;47940;0;12,1;2,9;14,2;18,9;48,7;13,3
2014;09;13;1320;56913;48000;0;12,5;2,3;13,9;18,8;47,6;10,4
2014;09;13;1321;56913;48060;0;12,4;2,2;14,0;18,8;48,0;9,9
2014;09;13;1322;56913;48120;0;12,7;2,0;13,8;18,8;47,0;9,0
2014;09;13;1323;56913;48180;0;13,0;1,7;13,5;18,8;45,7;7,5
2014;09;13;1324;56913;48240;0;12,8;2,0;13,6;18,8;46,5;8,7
2014;09;13;1325;56913;48300;0;12,5;2,3;13,9;18,8;47,6;10,4
2014;09;13;1326;56913;48360;0;12,9;1,2;13,6;18,8;46,3;5,2
2014;09;13;1327;56913;48420;0;12,9;1,6;13,4;18,7;45,9;7,1
2014;09;13;1328;56913;48480;0;12,1;2,6;14,0;18,7;48,5;12,0
2014;09;13;1329;56913;48540;0;12,3;2,1;13,9;18,7;48,2;9,8
2014;09;13;1330;56913;48600;0;12,4;2,1;13,8;18,6;47,7;9,6
2014;09;13;1331;56913;48660;0;12,6;2,2;13,5;18,6;46,7;9,7
2014;09;13;1332;56913;48720;0;13,2;2,5;12,8;18,5;43,6;10,6
2014;09;13;1333;56913;48780;0;13,0;2,4;12,9;18,5;44,4;10,6
2014;09;13;1334;56913;48840;0;13,0;2,5;12,9;18,5;44,4;10,8
2014;09;13;1335;56913;48900;0;13,3;2,3;12,6;18,5;42,9;9,7
2014;09;13;1336;56913;48960;0;13,5;2,3;12,4;18,4;42,2;9,8
2014;09;13;1337;56913;49020;0;13,1;2,4;12,7;18,4;43,6;10,2
2014;09;13;1338;56913;49080;0;12,6;2,1;13,4;18,5;46,5;9,6
2014;09;13;1339;56913;49140;0;12,6;2,1;13,4;18,5;46,4;9,5
2014;09;13;1340;56913;49200;0;12,4;2,3;13,5;18,5;47,1;10,6
2014;09;13;1341;56913;49260;0;12,7;2,3;13,2;18,4;45,7;10,2
2014;09;13;1342;56913;49320;0;12,8;2,1;13,1;18,4;45,4;9,2
2014;09;13;1343;56913;49380;0;12,6;2,1;13,2;18,4;46,0;9,7
2014;09;13;1344;56913;49440;0;12,6;2,2;13,2;18,4;46,0;10,0
2014;09;13;1345;56913;49500;0;12,4;2,1;13,3;18,3;46,6;9,4
2014;09;13;1346;56913;49560;0;12,3;2,0;13,4;18,3;46,9;9,4
2014;09;13;1347;56913;49620;0;12,3;2,1;13,3;18,3;46,8;9,7
2014;09;13;1348;56913;49680;0;12,6;1,9;13,1;18,2;45,8;8,8
2014;09;13;1349;56913;49740;0;12,5;1,8;13,1;18,2;46,0;8,4
2014;09;13;1350;56913;49800;0;12,6;1,7;13,1;18,2;45,9;7,6
2014;09;13;1351;56913;49860;0;12,6;1,6;13,1;18,2;45,9;7,4
2014;09;13;1352;56913;49920;0;12,7;1,5;13,0;18,2;45,6;6,8
2014;09;13;1353;56913;49980;0;12,6;1,9;13,1;18,2;45,9;8,4
2014;09;13;1354;56913;50040;0;12,6;1,5;13,1;18,2;45,9;7,0
2014;09;13;1355;56913;50100;0;12,7;0,9;13,1;18,2;45,7;4,2
2014;09;13;1356;56913;50160;0;12,7;0,9;13,1;18,2;45,9;3,9
2014;09;13;1357;56913;50220;0;12,5;1,1;13,2;18,2;46,3;4,9
2014;09;13;1358;56913;50280;0;12,4;1,3;13,2;18,2;46,6;5,9
2014;09;13;1359;56913;50340;0;12,4;1,3;13,2;18,2;46,5;6,1
2014;09;13;1400;56913;50400;0;12,5;2,4;12,9;18,2;45,3;10,7
2014;09;13;1401;56913;50460;0;12,5;2,0;13,0;18,1;45,6;9,1
2014;09;13;1402;56913;50520;0;12,6;1,9;12,9;18,1;45,2;8,5
2014;09;13;1403;56913;50580;0;12,5;1,9;13,0;18,1;45,7;8,6
2014;09;13;1404;56913;50640;0;12,5;1,8;13,0;18,1;45,6;8,2
2014;09;13;1405;56913;50700;0;12,5;1,7;13,0;18,1;46,0;7,7
2014;09;13;1406;56913;50760;0;12,4;1,7;13,2;18,1;46,5;7,8
2014;09;13;1407;56913;50820;0;12,4;1,9;13,1;18,1;46,2;8,8
2014;09;13;1408;56913;50880;0;12,8;2,4;12,6;18,1;44,0;10,8
2014;09;13;1409;56913;50940;0;12,6;2,1;12,8;18,1;45,0;9,5
2014;09;13;1410;56913;51000;0;12,5;1,9;12,9;18,1;45,6;8,8
2014;09;13;1411;56913;51060;0;12,5;2,2;12,9;18,1;45,6;9,9
2014;09;13;1412;56913;51120;0;12,4;2,3;12,9;18,0;45,7;10,5
2014;09;13;1413;56913;51180;0;12,3;1,7;13,0;18,0;46,4;8,1
2014;09;13;1414;56913;51240;0;12,2;1,5;13,1;18,0;46,8;7,0
2014;09;13;1415;56913;51300;0;12,2;1,5;13,1;18,0;46,8;6,9
2014;09;13;1416;56913;51360;0;12,3;1,5;13,0;18,0;46,6;7,2
2014;09;13;1417;56913;51420;0;12,3;1,3;13,0;18,0;46,5;6,1
2014;09;13;1418;56913;51480;0;12,4;1,5;12,9;17,9;45,9;7,0
2014;09;13;1419;56913;51540;0;12,3;1,8;12,9;17,9;46,1;8,5
2014;09;13;1420;56913;51600;0;12,2;2,4;12,9;17,9;46,1;11,2
2014;09;13;1421;56913;51660;0;12,4;2,1;12,7;17,9;45,2;9,5
2014;09;13;1422;56913;51720;0;12,6;1,3;12,6;17,8;45,0;5,8
2014;09;13;1423;56913;51780;0;12,4;1,4;12,8;17,8;45,7;6,4
2014;09;13;1424;56913;51840;0;12,5;1,4;12,6;17,8;45,0;6,2
2014;09;13;1425;56913;51900;0;12,7;1,1;12,4;17,8;44,1;5,0
2014;09;13;1426;56913;51960;0;12,4;1,4;12,6;17,8;45,2;6,3
2014;09;13;1427;56913;52020;0;12,1;1,6;12,8;17,7;46,2;7,4
2014;09;13;1428;56913;52080;0;12,0;1,6;12,9;17,7;46,7;7,5
2014;09;13;1429;56913;52140;0;12,1;1,4;12,8;17,7;46,5;6,6
2014;09;13;1430;56913;52200;0;12,2;1,3;12,7;17,7;45,8;5,9
2014;09;13;1431;56913;52260;0;12,2;1,1;12,7;17,6;46,0;4,9
2014;09;13;1432;56913;52320;0;12,3;0,8;12,6;17,6;45,8;3,5
2014;09;13;1433;56913;52380;0;12,1;0,6;12,8;17,6;46,5;2,8
2014;09;13;1434;56913;52440;0;11,9;0,3;12,9;17,5;47,2;1,6
2014;09;13;1435;56913;52500;0;11,8;0,3;12,9;17,5;47,6;1,4
2014;09;13;1436;56913;52560;0;11,8;0,4;12,9;17,5;47,6;1,7
2014;09;13;1437;56913;52620;0;12,0;0,6;12,6;17,4;46,4;3,0
2014;09;13;1438;56913;52680;0;12,5;0,3;12,1;17,4;44,0;1,6
2014;09;13;1439;56913;52740;0;12,4;0,2;12,2;17,4;44,6;0,9
2014;09;13;1440;56913;52800;0;12,2;0,2;12,4;17,4;45,3;0,9
2014;09;13;1441;56913;52860;0;12,0;0,2;12,6;17,3;46,4;1,1
2014;09;13;1442;56913;52920;0;11,6;0,0;12,8;17,3;47,9;0,2
2014;09;13;1443;56913;52980;0;11,5;0,0;12,9;17,3;48,2;0,2
2014;09;13;1444;56913;53040;0;11,1;-0,4;13,3;17,3;50,2;357,8
2014;09;13;1445;56913;53100;0;10,8;0,1;13,5;17,3;51,2;0,4
2014;09;13;1446;56913;53160;0;13,0;0,6;11,2;17,2;40,7;2,5
2014;09;13;1447;56913;53220;0;12,7;0,7;11,6;17,2;42,6;3,0
2014;09;13;1448;56913;53280;0;11,9;0,3;12,4;17,2;46,2;1,5
2014;09;13;1449;56913;53340;0;11,7;0,3;12,6;17,2;46,9;1,5
2014;09;13;1450;56913;53400;0;11,8;0,2;12,5;17,2;46,8;1,2
2014;09;13;1451;56913;53460;0;11,5;0,1;12,7;17,2;47,9;0,6
2014;09;13;1452;56913;53520;0;11,2;0,1;12,9;17,1;49,0;0,3
2014;09;13;1453;56913;53580;0;11,2;-0,0;13,0;17,2;49,3;359,8
2014;09;13;1454;56913;53640;0;11,2;-0,2;12,9;17,1;48,9;359,1
2014;09;13;1455;56913;53700;0;11,3;-0,1;12,9;17,1;48,7;359,3
2014;09;13;1456;56913;53760;0;11,2;-0,0;12,9;17,1;49,2;359,9
2014;09;13;1457;56913;53820;0;11,1;0,1;13,0;17,1;49,5;0,6
2014;09;13;1458;56913;53880;0;11,0;-0,0;13,0;17,1;49,7;359,7
2014;09;13;1459;56913;53940;0;11,0;-0,1;13,0;17,1;49,8;359,7
2014;09;13;1500;56913;54000;0;11,0;0,1;13,1;17,1;50,0;0,8
2014;09;13;1501;56913;54060;0;10,9;0,1;13,2;17,1;50,4;0,7
2014;09;13;1502;56913;54120;0;10,8;-0,1;13,2;17,1;50,8;359,6
2014;09;13;1503;56913;54180;0;10,8;-0,4;13,2;17,0;50,5;357,9
2014;09;13;1504;56913;54240;0;10,6;0,2;13,3;17,0;51,4;1,1
2014;09;13;1505;56913;54300;0;10,7;-0,5;13,3;17,0;51,1;357,1
2014;09;13;1506;56913;54360;0;10,9;0,5;12,9;16,9;49,6;2,5
2014;09;13;1507;56913;54420;0;11,1;1,7;12,6;16,9;48,2;8,6
2014;09;13;1508;56913;54480;0;11,4;1,5;12,4;16,9;47,2;7,6
2014;09;13;1509;56913;54540;0;11,4;1,2;12,4;16,9;47,2;5,9
2014;09;13;1510;56913;54600;0;11,2;2,3;12,4;16,9;47,4;11,4
2014;09;13;1511;56913;54660;0;11,3;2,3;12,3;16,8;46,9;11,4
2014;09;13;1512;56913;54720;0;11,2;2,2;12,3;16,8;47,1;11,2
2014;09;13;1513;56913;54780;0;11,6;1,9;12,0;16,7;45,7;9,1
2014;09;13;1514;56913;54840;0;11,5;1,7;12,1;16,7;46,1;8,6
2014;09;13;1515;56913;54900;0;11,4;1,7;12,1;16,8;46,4;8,4
2014;09;13;1516;56913;54960;0;11,2;1,6;12,3;16,7;47,5;8,1
2014;09;13;1517;56913;55020;0;11,1;1,5;12,4;16,7;48,0;7,5
2014;09;13;1518;56913;55080;0;11,3;1,4;12,2;16,7;47,2;7,1
2014;09;13;1519;56913;55140;0;11,1;1,1;12,4;16,7;48,0;5,9
2014;09;13;1520;56913;55200;0;11,3;1,5;12,2;16,7;47,0;7,3
2014;09;13;1521;56913;55260;9;-999,9;-999,9;-999,9;-999,9;-999,9;-999,9
2014;09;13;1522;56913;55320;0;10,9;2,3;12,1;16,5;47,3;11,9
2014;09;13;1523;56913;55380;0;11,2;2,8;11,8;16,5;45,8;14,1
2014;09;13;1524;56913;55440;0;11,3;2,1;11,9;16,5;46,1;10,4
2014;09;13;1525;56913;55500;0;11,1;1,1;13,0;17,1;49,3;5,5
2014;09;13;1526;56913;55560;9;-999,9;-999,9;-999,9;-999,9;-999,9;-999,9
2014;09;13;1527;56913;55620;0;11,2;1,5;11,9;16,4;46,5;7,6
2014;09;13;1528;56913;55680;0;10,9;1,3;12,1;16,3;47,7;6,6
2014;09;13;1529;56913;55740;0;11,0;1,2;12,1;16,4;47,5;6,2
2014;09;13;1530;56913;55800;0;11,3;1,8;11,7;16,3;45,7;8,8
2014;09;13;1531;56913;55860;0;11,6;1,3;11,4;16,3;44,5;6,4
2014;09;13;1532;56913;55920;0;11,6;1,8;11,3;16,3;44,1;8,9
2014;09;13;1533;56913;55980;0;11,2;2,8;11,4;16,2;44,7;14,3
2014;09;13;1534;56913;56040;0;11,1;2,8;11,4;16,2;44,9;13,9
2014;09;13;1535;56913;56100;0;11,4;2,4;11,2;16,1;43,8;12,1
2014;09;13;1536;56913;56160;0;11,5;2,5;11,0;16,1;43,0;12,0
2014;09;13;1537;56913;56220;0;11,6;2,1;11,0;16,1;42,8;10,2
2014;09;13;1538;56913;56280;0;11,7;1,9;10,8;16,1;42,3;9,3
2014;09;13;1539;56913;56340;0;11,3;3,4;10,8;16,0;42,4;16,6
2014;09;13;1540;56913;56400;0;11,7;2,3;10,7;16,0;42,0;11,2
2014;09;13;1541;56913;56460;0;11,7;2,0;10,7;16,0;41,8;9,8
2014;09;13;1542;56913;56520;0;11,7;2,1;10,6;15,9;41,9;10,2
2014;09;13;1543;56913;56580;0;11,7;2,0;10,6;15,9;41,7;9,5
2014;09;13;1544;56913;56640;0;11,8;2,1;10,4;15,9;40,9;10,0
2014;09;13;1545;56913;56700;0;11,7;2,0;10,5;15,8;41,3;9,9
2014;09;13;1546;56913;56760;0;11,6;1,6;10,7;15,8;42,3;8,0
2014;09;13;1547;56913;56820;0;11,8;1,6;10,4;15,8;41,1;7,9
2014;09;13;1548;56913;56880;0;11,6;1,8;10,6;15,8;41,9;8,7
2014;09;13;1549;56913;56940;0;11,6;1,4;10,7;15,8;42,3;6,9
2014;09;13;1550;56913;57000;0;11,5;1,0;10,8;15,8;43,2;4,9
2014;09;13;1551;56913;57060;0;11,8;1,6;10,4;15,8;41,3;7,7
2014;09;13;1552;56913;57120;0;11,6;1,7;10,5;15,7;41,7;8,3
2014;09;13;1553;56913;57180;0;11,8;1,6;10,2;15,7;40,5;7,8
2014;09;13;1554;56913;57240;0;11,8;1,6;10,2;15,7;40,4;7,6
2014;09;13;1555;56913;57300;0;11,9;1,5;10,1;15,7;40,1;7,1
2014;09;13;1556;56913;57360;0;11,8;1,5;10,2;15,6;40,5;7,4
2014;09;13;1557;56913;57420;0;11,8;1,8;10,0;15,6;40,0;8,8
2014;09;13;1558;56913;57480;0;11,8;1,9;10,0;15,6;39,7;8,9
2014;09;13;1559;56913;57540;0;11,7;1,7;10,1;15,6;40,4;8,4
2014;09;13;1600;56913;57600;0;11,7;1,8;10,1;15,5;40,4;8,7
2014;09;13;1601;56913;57660;0;11,7;1,5;10,0;15,5;40,2;7,4
2014;09;13;1602;56913;57720;0;11,7;1,2;10,1;15,5;40,8;5,7
2014;09;13;1603;56913;57780;0;11,8;1,7;9,8;15,4;39,6;8,0
2014;09;13;1604;56913;57840;0;12,0;2,3;9,4;15,4;37,7;11,0
2014;09;13;1605;56913;57900;0;12,1;2,1;9,4;15,4;37,5;9,8
2014;09;13;1606;56913;57960;0;12,1;2,1;9,3;15,4;37,1;10,0
2014;09;13;1607;56913;58020;0;12,1;2,4;9,2;15,4;36,8;11,1
2014;09;13;1608;56913;58080;0;12,1;2,4;9,2;15,4;36,5;11,4
2014;09;13;1609;56913;58140;0;12,5;2,6;8,6;15,4;33,9;11,7
2014;09;13;1610;56913;58200;0;12,4;3,1;8,5;15,4;33,5;14,2
2014;09;13;1611;56913;58260;0;12,4;3,0;8,6;15,4;33,9;13,4
2014;09;13;1612;56913;58320;0;12,4;2,8;8,6;15,3;34,2;12,7
2014;09;13;1613;56913;58380;0;12,3;2,6;8,7;15,3;34,7;12,1
2014;09;13;1614;56913;58440;0;11,5;0,6;10,0;15,2;41,2;3,1
2014;09;13;1615;56913;58500;0;11,1;0,3;10,5;15,3;43,4;1,3
2014;09;13;1616;56913;58560;0;11,2;0,6;10,4;15,3;43,0;3,0
2014;09;13;1617;56913;58620;0;11,3;0,9;10,2;15,3;42,0;4,3
2014;09;13;1618;56913;58680;0;11,7;1,4;9,6;15,2;39,2;6,9
2014;09;13;1619;56913;58740;0;11,8;1,6;9,4;15,2;38,2;7,9
2014;09;13;1620;56913;58800;0;11,5;1,0;10,0;15,3;41,0;4,9
2014;09;13;1621;56913;58860;0;11,3;0,7;10,1;15,2;41,7;3,4
2014;09;13;1622;56913;58920;0;11,3;0,8;10,1;15,2;41,6;4,0
2014;09;13;1623;56913;58980;0;11,4;1,0;10,0;15,2;41,1;4,8
2014;09;13;1624;56913;59040;0;11,8;1,2;9,5;15,2;38,9;5,9
2014;09;13;1625;56913;59100;0;11,8;1,3;9,5;15,2;38,9;6,5
2014;09;13;1626;56913;59160;0;11,6;0,8;9,8;15,2;40,0;4,0
2014;09;13;1627;56913;59220;0;11,7;1,0;9,6;15,2;39,3;4,6
2014;09;13;1628;56913;59280;0;11,8;1,1;9,5;15,2;38,7;5,1
2014;09;13;1629;56913;59340;0;11,6;0,7;9,8;15,2;40,2;3,5
2014;09;13;1630;56913;59400;0;11,6;0,5;9,8;15,2;40,1;2,3
2014;09;13;1631;56913;59460;0;11,6;0,6;9,6;15,1;39,5;2,8
2014;09;13;1632;56913;59520;0;11,4;0,3;9,9;15,1;41,0;1,3
2014;09;13;1633;56913;59580;0;11,5;-0,1;9,7;15,1;40,3;359,3
2014;09;13;1634;56913;59640;0;11,2;-0,3;10,1;15,1;42,0;358,5
2014;09;13;1635;56913;59700;0;11,4;-0,0;9,8;15,0;40,6;359,9
2014;09;13;1636;56913;59760;0;11,3;-0,4;9,8;15,0;40,8;358,1
2014;09;13;1637;56913;59820;0;11,2;-1,1;9,7;14,9;40,7;354,3
2014;09;13;1638;56913;59880;0;11,3;-1,2;9,6;14,9;40,1;354,0
2014;09;13;1639;56913;59940;0;11,6;-1,1;9,2;14,8;38,4;354,5
2014;09;13;1640;56913;60000;0;11,6;-0,8;9,2;14,8;38,2;356,2
2014;09;13;1641;56913;60060;0;11,7;-0,5;9,1;14,8;37,7;357,3
2014;09;13;1642;56913;60120;0;11,6;-0,7;9,2;14,8;38,4;356,3
2014;09;13;1643;56913;60180;0;11,2;-1,6;9,6;14,8;40,4;351,7
2014;09;13;1644;56913;60240;0;11,1;-1,2;9,7;14,8;40,9;353,8
2014;09;13;1645;56913;60300;0;11,6;-0,8;9,0;14,7;37,6;355,9
2014;09;13;1646;56913;60360;0;11,6;-0,0;8,7;14,5;36,9;359,9
2014;09;13;1647;56913;60420;0;11,3;-0,2;8,9;14,4;38,1;359,0
2014;09;13;1648;56913;60480;0;11,4;-0,3;8,9;14,4;38,0;358,5
2014;09;13;1649;56913;60540;0;11,2;-0,8;9,0;14,4;38,6;356,0
2014;09;13;1650;56913;60600;0;10,8;-1,9;9,3;14,3;40,3;350,0
2014;09;13;1651;56913;60660;0;10,6;-2,4;9,5;14,4;41,1;347,2
2014;09;13;1652;56913;60720;0;10,4;-3,0;9,5;14,4;41,1;344,1
2014;09;13;1653;56913;60780;0;10,7;-2,4;9,2;14,3;39,8;347,3
2014;09;13;1654;56913;60840;0;11,1;-1,2;8,9;14,3;38,5;354,1
2014;09;13;1655;56913;60900;0;11,1;-1,2;9,0;14,3;38,7;353,6
2014;09;13;1656;56913;60960;0;11,1;-1,2;8,9;14,3;38,6;353,6
2014;09;13;1657;56913;61020;0;11,2;-1,5;8,8;14,3;38,0;352,4
2014;09;13;1658;56913;61080;0;11,1;-1,9;8,8;14,3;38,2;350,3
2014;09;13;1659;56913;61140;0;10,9;-2,1;8,8;14,2;38,2;348,9
2014;09;13;1700;56913;61200;0;10,8;-2,3;8,8;14,1;38,6;347,8
2014;09;13;1701;56913;61260;0;10,9;-2,5;8,6;14,1;37,6;346,8
2014;09;13;1702;56913;61320;0;10,5;-2,4;9,0;14,1;40,0;347,0
2014;09;13;1703;56913;61380;0;10,1;-2,6;9,4;14,1;42,1;345,6
2014;09;13;1704;56913;61440;0;10,1;-2,2;9,5;14,0;42,8;347,7
2014;09;13;1705;56913;61500;0;11,1;-3,3;7,9;14,0;34,3;343,4
2014;09;13;1706;56913;61560;0;10,3;-0,4;9,2;13,8;41,5;357,6
2014;09;13;1707;56913;61620;0;10,1;1,6;9,6;14,0;43,1;9,1
2014;09;13;1708;56913;61680;0;9,8;1,8;9,9;14,0;44,9;10,3
2014;09;13;1709;56913;61740;0;9,9;0,3;9,8;13,9;44,9;1,7
2014;09;13;1710;56913;61800;0;10,2;-1,5;9,4;14,0;42,4;351,9
2014;09;13;1711;56913;61860;0;10,3;-1,3;9,4;14,0;42,1;352,7
2014;09;13;1712;56913;61920;0;10,1;-0,8;9,7;14,0;43,7;355,6
2014;09;13;1713;56913;61980;0;10,0;-1,5;9,8;14,0;44,0;351,7
2014;09;13;1714;56913;62040;0;10,0;-2,0;9,6;14,0;43,2;348,7
2014;09;13;1715;56913;62100;0;10,1;-2,0;9,5;14,0;42,8;349,0
2014;09;13;1716;56913;62160;0;9,8;-2,3;9,8;14,0;44,2;347,0
2014;09;13;1717;56913;62220;0;9,8;-2,4;9,8;14,0;44,3;346,5
2014;09;13;1718;56913;62280;0;9,1;-5,4;9,1;14,0;40,7;329,4
